workclass,education,marital-status,occupation,relationship,race,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,9th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,Hong,"(0.233, 0.329]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United-States,"(0.123, 0.233]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Separated,Sales,Own-child,Black,Female,United-States,"(0.123, 0.233]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,5th-6th,Widowed,?,Not-in-family,White,Female,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.233, 0.329]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.466, 1.0]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Local-gov,11th,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,United-States,"(-0.001, 0.123]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,"(-0.001, 0.123]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.329, 0.466]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,5th-6th,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Preschool,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Cambodia,"(0.123, 0.233]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Female,Japan,"(0.123, 0.233]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,?,"(0.233, 0.329]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,United-States,"(0.233, 0.329]","(0.195, 1.0]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,"(0.329, 0.466]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.123, 0.233]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
?,11th,Never-married,?,Other-relative,White,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Local-gov,Bachelors,Never-married,Craft-repair,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,Greece,"(0.466, 1.0]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,11th,Separated,Other-service,Unmarried,Black,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,"(0.233, 0.329]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,?,"(0.329, 0.466]","(0.147, 0.195]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Peru,"(0.123, 0.233]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Separated,Sales,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,England,"(0.233, 0.329]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,Masters,Divorced,?,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,9th,Never-married,Sales,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Female,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,United-States,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Divorced,Sales,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,United-States,"(0.123, 0.233]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Divorced,Sales,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
?,HS-grad,Married-spouse-absent,?,Not-in-family,Black,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Male,United-States,"(0.329, 0.466]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,Preschool,Married-civ-spouse,?,Husband,Black,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Widowed,Transport-moving,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,10th,Divorced,Craft-repair,Unmarried,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,"(0.329, 0.466]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-not-inc,11th,Divorced,Other-service,Unmarried,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,"(0.123, 0.233]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
?,10th,Never-married,?,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Vietnam,"(0.329, 0.466]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,"(0.233, 0.329]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Female,United-States,"(0.329, 0.466]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,"(0.233, 0.329]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,"(0.233, 0.329]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,"(0.329, 0.466]","(0.195, 1.0]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
?,Masters,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,5th-6th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,United-States,"(0.233, 0.329]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,"(0.233, 0.329]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,11th,Separated,Other-service,Unmarried,Black,Female,United-States,"(0.233, 0.329]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Separated,Craft-repair,Unmarried,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,"(0.466, 1.0]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.123, 0.233]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,7th-8th,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,"(0.123, 0.233]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,"(0.123, 0.233]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Laos,"(0.329, 0.466]","(0.195, 1.0]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Other,Female,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
State-gov,Doctorate,Married-spouse-absent,Tech-support,Not-in-family,White,Male,?,"(0.123, 0.233]","(0.195, 1.0]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,11th,Never-married,Transport-moving,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
